20
814 826
441 269 -796
788 710 -95
172 874 194
735 91 -216
519 584 -280
548 854 -288
296 634 -268
636 866 473
478 473 -216
666 691 -275
87 135 -551
73 137 471
72 49 324
877 486 283
720 298 -466
651 750 -160
266 335 -811
812 721 -361
633 181 103
109 560 267
405 324 49
744 244 227
268 531 -838
479 595 302
102 753 634
694 114 923
38 117 -512
171 766 -339
527 53 -565
425 522 -982
772 658 -295
448 195 -288
1 719 443
55 357 200
581 217 241
844 350 803
617 676 559
177 6 219
541 177 -775
366 339 -598
584 509 563
90 562 907
446 653 -166
630 318 659
208 118 -518
77 744 312
203 66 799
412 771 -750
437 361 140
654 286 -748
683 240 910
295 475 -488
839 182 -1
653 538 -721
153 350 -347
756 112 931
718 449 -267
746 477 84
215 559 -844
223 33 699
56 654 -794
617 591 350
43 705 -976
95 50 -710
491 654 -431
760 268 105
598 455 -132
99 737 -600
98 151 -452
231 769 36
284 259 312
20 778 -307
184 154 -201
279 542 667
17 791 -415
78 314 495
758 329 -865
32 813 734
277 690 71
188 556 312
540 468 -222
645 423 716
646 155 611
633 275 779
406 98 590
51 247 66
87 724 118
554 416 80
675 568 891
365 663 -748
458 191 -651
346 536 -887
831 649 -528
456 802 -216
144 385 -585
90 663 917
11 530 -442
500 354 -545
133 422 -671
83 264 197
353 496 211
513 651 -177
424 188 327
213 457 488
509 775 397
74 677 -813
538 781 421
227 551 808
728 417 -29
769 176 576
709 777 -614
415 749 301
441 733 -702
282 96 -621
231 741 -909
823 802 523
574 731 922
397 657 943
476 364 159
508 277 -3
301 308 512
131 524 -692
88 94 938
378 757 -25
72 224 -701
649 161 -110
655 44 953
524 292 16
840 233 -957
235 424 -670
829 538 -259
465 97 366
225 808 -345
844 824 447
521 306 10
152 624 458
111 565 123
680 578 -235
48 9 -850
3 853 239
378 319 201
770 725 -827
518 363 -3
446 353 22
488 573 784
600 590 -300
697 454 718
538 864 670
564 634 -558
725 499 501
580 666 719
690 883 870
526 355 -473
182 609 -44
841 821 -567
862 778 -538
173 558 -250
58 512 -333
31 532 -741
867 818 -176
756 770 -724
661 874 -227
563 591 -61
88 70 960
659 473 267
573 121 383
440 322 64
855 559 -634
359 627 -548
628 42 -238
100 577 -400
402 198 -52
824 300 -318
758 132 562
879 790 -502
394 444 -824
773 712 -815
335 437 -183
543 105 -730
777 67 868
279 493 737
45 592 -94
661 462 -462
590 259 -760
113 182 -279
111 89 -650
670 406 327
16 389 391
282 608 -955
841 11 -903
841 878 -810
234 527 96
716 583 -43
42 340 -269
190 148 782
743 795 -121
693 188 650
318 114 257
851 347 524
609 311 193
100 404 727
386 258 -963
453 216 -61
583 239 533
830 642 -972
730 185 -564
582 257 122
753 679 620
829 756 -90
337 81 26
794 304 -268
284 279 -43
860 571 176
169 432 -289
191 592 -112
334 578 -972
764 544 777
803 566 737
760 161 126
853 500 625
412 217 -882
241 664 -470
850 455 451
786 799 -74
265 283 92
18 299 -707
149 613 -467
840 842 325
568 181 413
174 216 -360
457 615 760
419 36 749
37 251 -921
811 160 -311
306 648 612
257 612 945
91 579 191
364 185 -727
108 835 -347
593 30 -922
837 660 -889
508 356 -385
884 502 300
847 157 -381
133 369 174
529 132 380
17 703 -143
750 509 -230
566 568 -195
207 561 432
610 386 593
33 799 -147
253 110 -394
313 46 -735
620 330 629
629 38 828
691 241 412
387 566 128
493 220 164
483 47 -928
775 549 67
755 515 -726
627 160 -807
839 545 -533
534 558 948
490 451 74
277 830 532
713 858 683
451 316 836
762 188 -794
547 874 -37
335 100 109
834 57 -636
392 636 -388
757 97 -522
530 120 -17
134 808 -848
523 25 -753
76 760 -504
745 629 103
513 138 -185
287 1 -755
695 278 -657
482 698 -560
507 107 -837
834 197 84
767 392 628
482 831 486
89 640 -681
158 257 998
617 23 987
211 406 -406
675 25 425
296 189 -959
463 393 -217
171 848 843
97 746 305
526 640 -130
669 87 182
51 778 -178
70 376 -710
141 396 -814
255 378 -782
105 394 683
251 256 -5
509 255 -494
87 760 -82
785 595 -864
572 126 79
174 122 386
720 559 620
446 660 -582
760 815 -328
620 723 547
707 742 -83
569 259 -577
347 52 211
131 56 59
165 812 656
700 774 532
214 753 78
231 16 231
371 84 243
312 624 -149
39 797 -717
65 871 -547
730 379 739
379 122 -764
804 529 416
314 519 859
217 729 720
525 502 -993
373 631 842
436 75 439
493 306 141
625 730 312
688 226 -380
26 515 -720
464 433 625
811 320 -90
96 299 166
151 301 983
85 820 -531
591 405 -638
182 864 365
900 878
203 248 -823
496 618 262
142 455 578
318 380 -299
868 100 64
105 781 411
857 781 -346
772 433 797
396 672 -146
515 123 69
785 463 539
457 735 980
559 228 -234
271 857 -330
582 667 -837
822 10 829
466 711 334
592 296 512
569 97 -473
878 95 87
248 570 923
78 344 672
479 840 908
849 392 -811
850 570 822
570 492 394
708 320 -517
288 796 -539
659 417 -462
56 39 -812
694 278 -244
366 518 585
215 821 721
47 20 328
632 5 -510
613 474 -904
791 199 -272
543 726 882
439 335 959
329 431 -470
430 76 -923
870 552 46
240 320 428
54 595 -655
629 879 -574
304 762 856
332 267 663
310 164 -683
755 660 -494
570 750 -692
593 367 497
237 704 928
783 823 829
451 837 -763
443 422 -93
142 348 111
111 329 770
297 236 -770
626 607 -306
78 809 102
463 814 694
145 198 982
578 702 -372
147 691 -539
791 174 251
648 83 -683
741 469 -364
38 863 551
382 579 -63
741 11 708
519 187 -215
369 876 179
316 530 979
253 648 218
711 729 -837
562 641 -520
185 746 -452
143 859 112
533 390 -592
571 113 -893
762 490 414
205 552 780
790 36 677
215 59 522
376 845 218
370 364 -996
736 682 -344
683 694 366
469 810 -30
833 399 -513
673 300 -683
842 767 451
266 859 -461
227 551 581
855 11 738
318 49 -612
326 181 -773
686 319 -851
312 778 225
691 7 488
770 748 -635
864 577 621
363 665 -483
247 23 -329
846 558 55
777 67 393
300 549 -632
883 499 442
724 498 -233
334 179 -329
845 855 633
127 74 -430
822 48 707
305 498 256
117 777 -522
3 797 -227
888 8 35
828 416 -263
192 663 -389
81 857 537
20 107 -946
265 529 -246
268 129 411
130 523 509
215 254 542
63 528 -546
669 334 956
162 675 538
742 418 76
840 441 -356
856 868 -819
11 598 -611
642 765 920
280 493 -541
797 621 949
898 873 -469
877 9 997
606 781 -590
61 390 779
368 103 -692
763 424 841
241 897 -295
311 545 354
424 727 -540
379 21 568
685 590 -67
175 642 129
83 13 -667
659 529 -436
607 45 -199
723 425 -918
31 403 480
226 117 435
740 235 382
403 11 -994
435 771 -814
766 5 -676
601 860 -570
803 554 533
145 179 371
205 572 361
890 501 -720
820 464 746
201 178 903
709 667 -312
33 365 -908
605 630 240
575 713 237
544 546 -508
735 474 341
848 865 362
870 396 675
535 785 539
751 15 -386
52 49 -24
196 388 663
300 680 316
799 280 362
226 217 107
254 234 -29
787 724 -129
794 86 -915
12 797 727
780 71 953
827 412 -562
452 275 1000
662 686 -53
383 401 -868
511 13 -959
282 38 -590
120 877 -221
121 481 605
93 219 512
675 719 -324
840 61 261
337 354 -777
700 271 -14
796 630 635
695 842 824
9 85 937
677 521 -779
580 820 -302
860 28 267
49 117 694
609 88 -645
683 513 -103
323 451 -659
7 262 -560
202 316 966
474 422 -917
733 194 583
574 731 143
740 743 785
762 576 154
458 346 -99
623 222 -393
540 247 703
243 686 -366
877 548 969
628 401 -75
686 662 412
469 736 -512
592 246 751
576 543 399
333 498 -612
540 81 -606
734 348 -772
595 373 -34
241 810 884
636 802 -476
97 382 724
26 767 271
250 351 -99
177 129 261
267 415 452
610 746 -997
312 646 -698
608 5 -758
127 776 -507
748 648 4
336 556 -48
598 650 -571
822 295 605
241 615 -749
790 312 -402
507 503 875
493 255 323
47 690 -923
381 603 220
1 44 288
199 149 -294
91 314 -816
805 166 256
732 720 120
346 395 -242
160 361 219
51 640 -265
878 158 -523
125 460 782
198 873 110
530 562 -616
240 56 862
182 93 558
841 482 -577
334 468 917
674 810 -856
46 240 -666
294 49 -674
795 436 304
309 112 -971
392 470 116
885 828 146
820 45 -642
237 99 22
50 425 -63
764 100 -357
485 462 -501
496 443 132
519 96 215
411 544 10
58 172 752
50 834 -885
203 641 624
571 241 -357
506 773 385
427 2 321
283 212 -527
763 23 264
81 59 -367
605 117 -394
836 530 -665
373 446 -97
361 282 150
841 132 117
493 614 -830
468 131 -135
40 298 -94
156 506 -196
306 870 -757
328 487 -498
780 884 979
409 451 -76
435 41 869
775 377 474
863 623 771
848 350 692
524 793 -609
173 675 -951
277 516 811
863 468 -273
628 283 -912
435 275 -739
95 360 -736
375 277 279
361 486 -864
240 341 -18
506 737 -385
614 573 310
256 350 -608
650 549 537
772 509 170
303 383 -850
57 844 -672
174 785 -137
242 763 824
188 130 59
114 614 -309
418 591 -721
632 893 -486
597 22 603
404 624 -93
102 428 -270
591 589 473
94 273 183
707 609 -625
181 97 434
822 853 -766
342 1 -672
326 117 -17
643 95 -107
307 224 -817
29 437 324
638 267 325
405 849 -846
360 467 -532
247 610 -634
564 783 -299
796 649 -750
392 78 194
847 488 757
602 392 446
177 16 -774
465 659 -726
399 673 -671
31 7 -389
385 443 -774
297 229 -199
103 611 -532
165 297 -715
326 133 552
846 11 -404
565 208 964
492 142 608
132 512 861
550 518 647
749 392 540
53 47 40
475 464 -520
767 213 -990
569 154 314
593 111 810
25 503 -627
747 809 859
468 705 684
755 408 -868
659 187 444
288 809 178
382 870 783
795 827 -281
437 300 -916
827 159 97
691 562 -880
627 556 444
368 856 -563
21 354 698
788 830 867
535 172 639
67 183 -95
461 122 863
553 619 -187
387 809 -59
584 571 -183
367 558 492
756 211 -277
86 796 677
807 733 -607
184 329 665
283 357 -987
80 412 203
686 383 -850
379 261 348
139 145 -922
441 798 47
235 422 -776
841 133 908
788 782 729
761 19 -15
530 869 638
530 202 -206
898 63 500
592 317 433
28 843 57
662 862 747
708 8 553
684 814 778
678 610 -238
146 768 -415
850 900 691
414 676 -792
592 457 -755
252 761 -489
799 289 -936
445 840 290
47 268 -102
290 598 247
493 794 -456
199 274 197
102 417 -491
396 319 -74
695 355 340
615 608 -741
224 383 -600
591 796 258
454 568 208
145 130 -880
306 463 -497
295 896 -744
766 877 -315
46 570 -731
482 690 -747
416 781 -191
656 197 484
220 625 346
37 499 -585
60 882 -330
273 807 985
779 753 -617
4 216 924
775 779 224
209 104 62
498 170 48
133 673 -145
243 786 -541
579 636 839
627 207 31
641 619 -96
155 507 -737
837 736 179
272 176 59
249 402 -257
80 348 -347
642 94 255
205 73 -991
312 825 -171
318 836 149
180 406 993
392 315 436
97 629 331
174 865 943
159 898 -60
708 508 -818
301 890 851
350 554 249
281 464 55
199 492 -106
417 37 -474
266 765 819
380 315 998
686 446 -916
212 526 599
808 747 11
811 247 122
320 168 -526
475 499 -35
715 5 617
602 720 412
169 251 999
517 714 594
323 786 -258
408 871 -373
358 109 160
713 827 -152
849 353 -161
568 137 -763
276 884 -883
590 29 -121
356 628 -808
779 171 -956
375 573 -477
256 181 -595
115 397 752
359 141 185
583 686 -737
695 99 214
488 556 -46
432 555 641
614 848 200
405 471 503
465 738 670
882 883 -111
527 417 23
576 268 -24
456 482 960
814 365 -385
246 139 -600
504 54 -655
588 814 387
678 831 -37
269 397 -19
747 487 -393
616 410 422
270 288 -505
24 103 -494
420 107 -516
558 302 -206
598 659 -728
378 586 -281
210 606 5
339 798 -429
334 125 -723
577 864 415
349 633 738
383 323 457
509 349 -126
627 378 -208
46 241 330
196 868 -329
744 62 -670
102 8 -628
428 558 922
209 599 -628
793 699 -766
700 873 -331
3 532 876
253 152 836
846 843 -280
265 745 -786
433 886 368
297 193 333
390 445 -264
754 178 -448
245 209 599
875 671 892
716 719 -363
186 282 385
645 259 478
888 894 623
49 384 -996
458 283 876
41 6 817
671 549 732
638 359 -354
848 575 -930
613 336 -247
152 195 676
269 359 -726
375 775 573
550 417 -495
729 526 -587
698 594 16
34 2 -989
121 629 29
721 858 -334
680 180 -863
504 721 592
714 653 941
777 58 289
688 703 684
594 264 724
397 41 -312
717 393 -159
869 234 197
647 448 447
197 737 619
717 52 -126
595 473 -31
790 301 -44
849 450 431
560 601 -388
323 336 -532
583 425 693
181 385 -207
637 188 -199
77 679 34
120 708 427
51 117 -872
851 367 -709
493 634 -225
45 310 -678
480 444 -998
590 717 -466
55 732 21
533 699 -998
791 699 773
529 315 -501
798 741 852
740 266 355
841 87 -970
828 234 905
246 762 263
351 164 -625
787 149 -841
813 508 -327
58 306 -287
42 254 873
337 554 -966
688 486 -132
339 162 -348
349 527 -318
816 303 875
457 18 510
625 116 870
720 555 740
167 732 868
582 416 171
621 428 720
365 531 692
479 855 292
303 222 518
198 358 314
49 305 -474
402 680 488
684 487 216
820 176 771
689 45 882
872 604 -338
28 156 -716
816 321 112
755 270 903
534 305 -823
157 406 82
706 749 922
587 221 744
621 129 -933
215 452 188
162 781 425
295 867 -577
592 37 197
219 703 -234
513 280 985
306 738 -531
518 882 -246
414 481 -503
356 300 -482
215 651 677
422 695 -933
718 329 644
86 399 270
848 98 760
717 884 402
605 216 -533
257 241 -83
721 825 24
426 569 -770
87 760 944
369 645 -399
696 134 -617
692 165 -407
591 234 -103
831 350 -446
574 3 -989
396 552 569
679 471 37
670 375 -949
794 89 -328
303 217 720
787 215 291
394 306 886
573 125 -131
475 893 -926
300 380 -242
258 52 433
663 245 -97
650 23 663
530 800 175
719 889 341
144 664 -742
229 210 -232
222 646 -768
27 617 85
479 419 -765
831 327 -247
646 566 454
198 852 915
786 789 629
757 274 -94
770 834 -817
585 400 588
400 186 -163
667 455 -537
601 243 -928
725 856 -936
767 512 96
837 846 -237
361 195 470
689 43 504
62 408 279
885 62 807
155 323 -65
601 22 -17
848 34 613
116 189 -380
381 463 -314
287 886 72
499 763 -662
522 792 -26
380 263 543
589 634 434
410 437 -746
211 118 781
726 224 315
678 695 780
885 176 577
338 494 426
220 608 343
454 68 -210
404 147 -688
821 192 333
191 851 -651
552 846 85
427 820 263
606 578 -54
399 69 630
658 467 -340
470 127 538
444 794 -752
538 87 620
597 407 -68
168 207 -798
664 691 -314
643 842 -79
713 155 -256
686 214 -769
514 455 899
701 630 174
370 266 -760
737 274 -854
217 232 -616
700 370 650
330 759 -833
438 854 -62
532 664 653
868 731 -816
115 420 352
456 361 -918
304 265 -793
497 830 375
639 225 914
161 801 -428
517 301 -19
524 389 -826
124 69 224
203 359 -766
10 502 909
857 346 -233
52 586 -927
865 382 -185
669 815 -505
216 556 -545
687 796 499
535 679 -638
297 523 233
451 754 951
733 144 937
655 763 807
108 805 494
712 687 787
476 231 913
197 655 133
834 749 -254
80 89 -818
845 90 535
704 789 -685
489 388 -341
134 702 872
483 858 371
97 314 64
840 399 -839
315 462 915
242 601 970
171 24 794
385 354 -519
766 276 -95
57 126 -100
720 497 -822
148 405 995
439 254 248
682 128 -774
757 809 885
422 464 477
194 756 -160
60 352 382
749 99 554
765 602 -868
517 76 -891
544 52 749
759 357 821
193 636 993
675 492 -622
136 811 735
336 859 369
631 396 664
598 608 -223
2 666 398
887 876 660
125 780 -681
232 154 33
58 768 616
753 83 40
48 315 -752
1 149 843
308 197 -768
93 111 648
93 277 919
410 411 825
597 159 -257
428 271 897
371 114 349
160 601 240
850 365 -90
598 366 787
584 436 4
788 338 64
720 546 -570
23 451 283
772 439 14
768 460 -89
832 860 730
622 35 -992
484 543 879
229 412 345
776 604 950
494 54 344
724 786 -108
149 123 -543
532 231 787
867 307 71
769 793 74
120 68 -146
671 491 -172
325 599 -525
678 847 -25
854 240 278
519 61 -140
140 899 188
315 339 864
822 262 846
585 740 -166
174 128 804
477 547 605
39 793 -761
369 130 906
807 501 984
735 448 -38
224 427 967
484 422 -819
373 490 479
823 716 -789
567 859 897
146 612 59
881 436 -937
855 602 840
103 460 -420
135 259 867
204 161 -953
676 717 -96
244 574 -131
222 161 -471
888 969
613 541 -183
713 106 -465
556 182 -212
843 166 -190
632 507 312
159 439 -309
878 458 -180
578 234 726
729 477 -143
872 269 878
92 486 -928
363 535 -961
407 347 642
592 352 203
138 467 -899
885 194 -923
832 218 382
9 878 -756
684 415 -906
690 762 321
707 726 396
490 492 -311
748 441 602
823 529 255
881 686 -635
56 3 746
727 370 954
128 370 -852
64 155 -512
718 591 709
631 448 -901
369 200 -954
603 218 251
106 331 -632
421 838 -517
91 107 -573
205 816 -649
761 538 479
114 669 375
406 701 -614
728 395 705
445 196 316
31 160 -689
855 632 -218
613 135 -282
745 541 -115
730 758 472
526 449 705
12 567 -833
158 457 187
491 148 404
579 506 -916
169 120 407
747 47 417
291 203 -462
631 816 113
435 863 -540
530 173 -742
188 185 -86
840 43 -273
560 479 -438
737 618 -413
702 120 673
847 853 592
84 884 -551
699 641 -989
90 443 -343
498 135 490
367 778 -722
645 523 -600
13 109 -389
788 585 -253
849 246 -118
140 686 847
659 827 876
167 565 -419
50 103 -919
114 16 -256
880 819 -306
319 518 215
814 580 101
479 797 432
298 593 927
604 551 -347
673 608 503
355 753 -981
10 291 783
874 833 -780
609 60 -303
815 452 868
434 844 50
399 675 890
811 755 255
176 274 -348
499 775 -125
373 880 -637
769 459 557
704 771 -415
764 81 -176
126 371 -566
230 142 821
369 23 -725
809 411 -27
506 170 -180
822 466 -87
161 517 -296
139 306 -631
445 479 -75
168 611 374
846 530 621
241 279 -612
857 561 -33
661 19 -291
452 78 83
54 536 263
158 274 -825
255 247 -100
651 543 369
233 574 -825
874 500 -733
473 396 -290
138 381 -76
847 530 -861
227 664 393
597 629 862
111 802 599
679 813 -473
201 239 -627
819 718 -925
542 758 -234
789 299 743
457 283 -242
149 343 -82
216 207 -554
875 313 -48
442 154 -515
357 694 861
803 36 -915
170 185 969
794 634 -891
307 790 451
316 426 -492
760 322 -197
618 589 50
4 118 -278
654 449 -629
134 240 -508
137 557 -58
397 529 -449
643 390 -716
291 843 697
551 222 -175
409 324 -916
815 18 -352
140 406 271
503 433 -329
50 131 -56
419 402 -145
657 239 -66
411 304 289
26 315 -901
546 880 889
164 109 -396
379 630 -572
695 794 478
830 38 -692
595 841 -143
44 345 -928
607 282 270
826 559 -65
355 771 511
396 87 335
416 377 -52
587 478 -418
658 586 988
91 475 492
736 615 -884
480 816 -626
133 303 326
12 454 689
702 591 663
316 733 948
447 119 346
833 316 -554
486 69 432
81 817 140
665 886 333
874 189 37
279 720 -902
858 641 -348
475 740 -686
847 592 -784
884 434 569
319 337 139
205 351 -384
549 78 661
888 647 -273
175 381 768
134 526 -170
685 781 120
419 231 -449
251 507 -925
406 362 240
701 165 692
610 730 600
418 479 110
221 799 227
32 734 657
453 633 118
502 217 -288
79 388 32
167 11 -827
862 154 -620
839 572 879
282 226 -770
375 135 -693
687 260 185
163 84 820
751 456 18
317 351 -326
391 632 711
517 37 -949
138 772 192
695 668 152
12 845 733
502 374 265
165 488 343
322 610 -885
358 502 -124
138 851 641
222 240 953
110 863 -230
231 76 -540
125 328 -155
704 478 204
811 823 -342
33 856 -25
296 269 -435
147 287 876
363 10 415
300 823 -850
189 373 -958
167 633 458
450 232 -320
606 712 586
196 871 280
161 236 -738
393 162 86
543 751 109
839 474 557
342 199 -889
480 510 849
847 234 -702
360 26 -310
258 798 -777
111 549 315
462 504 -885
177 215 -821
171 437 -761
639 260 -963
482 583 801
291 447 -914
282 362 -147
171 33 -893
106 116 -125
107 593 -226
662 255 -589
68 50 710
246 29 -148
347 392 -655
617 82 -856
654 167 271
194 746 654
670 274 960
183 385 -309
807 482 -183
186 303 6
864 169 618
317 71 -90
732 407 74
92 428 459
33 122 919
757 470 522
742 641 -316
451 226 -183
95 561 315
509 616 418
168 219 248
603 840 37
4 577 -120
9 805 -257
552 61 -403
751 357 240
818 851 696
435 285 208
862 192 -205
572 347 591
724 72 44
358 409 246
623 433 -528
22 290 -467
685 681 -765
692 108 -758
720 497 428
478 178 -875
296 20 -270
556 36 427
764 84 829
672 682 -327
606 548 -841
853 801 528
232 406 137
792 104 228
271 69 -507
437 769 -467
591 680 211
346 224 680
696 839 2
821 451 113
433 492 -776
201 807 528
352 829 -953
7 778 28
224 631 408
52 659 -978
501 873 -562
886 525 82
783 176 758
628 340 664
444 796 -751
408 563 126
192 191 693
473 702 -371
809 496 391
93 622 649
851 561 234
857 228 -577
718 70 245
639 846 -94
512 668 846
835 820 -257
259 314 -184
409 233 793
223 699 776
799 552 -894
649 756 -909
645 836 -701
88 725 -977
838 309 -550
611 313 -701
10 494 -254
844 54 -314
296 211 492
213 212 350
203 470 -17
849 236 -683
414 619 -404
209 394 82
281 307 552
526 451 -866
152 874 517
371 69 -366
387 17 -265
545 579 -559
338 487 757
771 461 -567
834 176 -266
591 803 -576
120 531 897
774 850 -51
164 626 -854
351 32 178
810 455 237
791 190 240
202 748 -742
854 234 846
549 32 -674
634 143 -763
561 332 -558
854 117 599
120 687 -989
37 468 972
715 881 898
763 269 -631
222 569 -727
783 802 123
534 37 26
539 387 98
397 408 86
732 407 324
825 683 818
364 57 936
885 719 932
646 675 -126
235 137 -126
748 258 -186
38 85 652
270 856 823
251 132 -33
334 411 974
723 708 171
134 487 -319
130 840 -495
107 461 -175
631 57 458
96 787 -753
190 815 326
475 80 -861
847 481 -852
423 475 -105
146 665 354
794 179 283
726 129 -224
184 685 -406
14 835 -428
209 708 231
724 740 -807
434 767 -409
301 370 -590
284 45 419
321 75 485
399 56 -876
210 846 -592
762 629 -865
661 191 754
141 848 -404
818 551 143
323 854 -326
716 712 545
796 348 718
774 712 -855
55 132 229
768 720 -143
488 183 731
79 147 478
72 366 -156
571 326 -168
664 727 772
651 89 -193
812 377 394
832 572 -74
830 782 -495
218 801 -352
775 20 -848
187 138 384
108 417 -152
69 90 71
506 867 995
713 73 621
578 271 332
541 135 -452
9 313 83
521 196 519
514 198 632
739 189 -977
4 61 -410
727 358 -10
852 857 -909
139 488 -170
211 646 729
363 848 764
559 777 -288
664 372 -182
268 258 -179
21 515 573
238 831 413
833 735 -670
750 30 161
120 633 -210
511 461 -372
259 708 861
834 622 200
569 684 480
428 849 96
296 581 -697
38 641 405
563 686 712
874 438 408
452 262 178
165 72 854
612 84 -983
582 247 356
201 276 852
642 675 848
251 144 239
260 637 148
83 877 -46
879 557 -763
594 519 129
44 272 908
376 496 602
123 407 -953
81 541 173
355 485 680
664 468 -728
676 865 -229
857 626 -747
156 833 -161
431 577 201
148 778 -244
624 426 -802
495 71 -530
461 405 -318
115 147 -205
574 224 779
669 760 -488
569 279 518
65 669 -263
69 203 612
296 469 402
86 646 -797
841 643 843
32 451 664
740 344 -277
324 261 -377
476 279 287
721 644 -833
534 798 853
408 183 -574
779 502 -91
437 432 84
477 191 -234
311 519 622
426 579 737
723 97 380
384 681 570
219 736 -864
24 197 233
42 465 -103
798 560 -803
837 751 510
644 807 -461
768 588 -320
9 551 -694
653 708 -822
359 478 -585
734 538 -405
447 346 557
235 354 -713
818 624 367
398 383 683
376 720 -575
434 757 566
768 145 -543
697 631 -145
824 165 28
753 651 64
474 193 114
791 704 -185
17 714 946
173 596 -429
240 589 -860
92 819 896
596 265 601
487 679 -747
44 178 -210
255 594 951
316 725 -520
235 642 -467
693 99 -848
753 652 974
14 234 232
665 466 464
484 306 679
774 219 656
743 453 155
660 732 -538
573 101 -650
514 230 899
284 742 -645
165 620 698
153 501 66
623 823 -819
39 693 461
282 513 295
327 717 439
801 831 -964
772 879 -905
754 707 -290
527 873 466
842 346 -344
335 701 205
682 80 -696
812 603 -163
793 420 -879
131 751 590
633 488 -192
95 548 790
695 672 141
616 225 174
674 517 -358
427 544 -524
175 524 -231
861 441 131
190 565 194
297 54 -225
826 712 794
208 318 651
611 818 510
666 465 106
586 876 -543
572 70 966
241 315 -212
25 589 -762
671 674 -428
649 749 -489
701 236 -571
43 271 -687
585 454 408
510 359 796
37 374 -531
70 798 746
838 852 451
631 273 -265
542 875 -681
335 22 985
580 281 -906
684 296 419
317 836 -435
301 321 99
170 561 185
878 332 859
454 751 -369
140 199 986
703 583 95
174 473 -353
281 601 -744
402 132 54
264 246 -987
236 290 -228
843 276 -516
845 229 -160
341 392 -322
601 849 -330
272 816 -796
307 100 -960
468 422 819
810 749 890
381 865 -252
860 76 843
816 697 90
410 111 127
698 102 395
240 191 108
47 10 -157
419 284 1000
202 555 -855
251 255 -825
279 583 245
238 145 82
414 822 -129
141 70 196
375 15 -878
564 442 631
728 216 -874
564 362 -363
14 279 360
178 438 -351
637 431 930
145 314 -243
430 759 653
687 544 625
791 266 330
767 737 -734
464 857 822
487 771 48
685 716 566
759 15 -902
416 627 922
792 355 597
459 679 552
719 846 -250
767 316 731
527 263 279
524 23 -201
802 249 556
278 224 -434
272 760 993
812 707 -821
731 766 314
125 697 438
816 608 -883
574 653 801
527 593 -539
431 685 810
829 211 446
82 476 -696
555 667 -895
180 475 731
22 121 964
17 633 729
662 65 698
56 761 341
362 80 245
144 111 -463
209 617 -209
527 816 -459
24 475 805
414 203 942
19 717 -538
486 192 -446
438 548 -801
725 637 -868
10 398 -437
485 864 -971
562 782 -215
645 611 974
601 673 860
809 408 -888
377 337 -91
108 761 999
128 186 416
774 721 -703
616 82 -9
814 839 351
870 849 707
65 361 378
624 279 471
780 143 -954
339 32 939
82 708 -293
247 822 61
123 138 -754
774 590 -752
685 205 -849
563 718 241
720 212 29
30 287 -856
252 91 291
673 789 -625
163 15 338
392 280 -855
52 186 -840
533 279 454
838 92 -483
567 489 -340
440 244 -508
704 378 460
730 678 -524
580 284 -803
264 582 -95
610 317 606
369 229 147
778 296 -286
401 450 177
690 662 -89
318 291 -404
587 359 811
71 593 -439
331 421 482
147 672 391
852 595 -568
296 852 271
544 113 137
10 761 -58
524 56 -164
541 532 236
154 421 -881
250 387 -458
483 467 563
451 655 -131
541 865 58
667 874 -244
874 428 -452
33 527 -417
51 464 643
700 266 -956
526 256 706
344 232 282
855 698 -355
12 658 -561
547 316 411
795 329 257
475 611 -292
341 381 -70
213 71 -635
259 508 68
276 7 253
723 784 -268
522 597 -39
521 4 516
685 772 563
214 83 -872
162 768 538
111 821 289
528 102 -424
626 196 -72
766 601 -974
195 858 965
125 542 -832
797 181 626
306 445 672
17 574 -643
232 558 717
151 665 422
152 53 -809
516 885 881
599 227 -987
78 180 910
518 447 54
258 36 -960
267 861 -12
267 40 -203
866 74 351
460 61 -401
399 546 896
301 153 696
348 253 996
513 746 -944
542 581 -125
791 807 -557
389 266 -189
582 4 944
357 259 -216
409 232 -296
62 603 520
845 603 220
562 660 634
874 101 -877
758 587 275
260 362 333
737 468 650
647 297 -328
156 344 -662
691 799 173
361 618 -697
481 843 456
728 201 -730
561 801 668
178 33 620
439 117 305
577 343 -104
559 507 539
522 68 433
285 269 757
215 860 -86
431 603 -198
97 647 95
138 204 725
465 848 -965
526 117 -418
570 344 -560
787 675 805
553 148 -323
558 633 241
261 794 -509
66 610 672
39 140 -151
175 578 566
98 237 517
810 133 712
751 713 -166
462 562 455
54 757 -831
74 478 682
65 443 -661
501 284 -120
521 325 -164
226 440 784
382 326 -245
432 130 408
124 493 -264
126 358 568
242 16 659
245 273 566
819 234 -702
833 97 -618
416 679 -936
199 553 571
241 795 -742
440 479 732
732 605 -16
519 585 -276
593 681 415
230 329 567
137 644 -118
852 680 586
841 457 137
89 63 -775
365 101 -538
464 50 -237
861 576 -975
423 130 -504
842 624 -99
184 868 327
91 231 353
234 106 -697
569 629 -26
691 751 204
611 317 -301
683 334 245
260 348 193
876 376 606
373 60 46
799 640 -247
664 589 -75
388 624 925
133 393 -344
664 814 782
370 581 274
36 466 391
590 33 898
825 838 708
335 268 -407
277 220 117
809 204 344
338 883 892
62 499 382
669 521 620
550 156 993
239 140 307
84 481 -888
377 550 -882
127 463 -408
179 762 -857
672 536 -101
299 538 -247
499 296 42
571 64 -40
332 414 -353
246 710 638
130 164 -601
494 877 -808
