18
965 1964
897 644 867
662 778 164
269 406 543
461 130 452
233 183 350
153 704 841
119 236 930
470 463 186
426 568 988
482 306 574
727 705 865
253 488 670
238 825 149
446 854 894
490 864 133
79 551 894
82 745 274
573 12 163
354 749 996
363 129 700
399 674 159
156 824 187
378 234 793
491 277 65
764 741 867
324 80 690
40 20 661
14 71 781
669 267 211
611 7 896
243 445 233
631 672 931
284 48 815
520 323 973
333 560 790
277 117 293
466 487 691
810 82 467
74 64 472
545 660 233
526 193 268
459 734 652
6 660 844
418 65 673
618 740 23
888 209 27
212 444 777
441 406 897
281 824 414
160 224 53
369 810 473
836 887 68
177 791 662
585 57 162
455 53 773
581 405 273
342 403 103
494 146 11
2 497 87
767 638 747
259 641 13
386 69 787
621 781 246
460 50 563
293 473 507
550 219 800
573 67 479
21 235 978
281 811 793
143 703 972
514 848 817
178 237 415
181 728 546
80 726 396
202 166 380
437 824 348
557 554 749
507 19 295
663 199 530
852 280 236
5 287 777
903 236 570
278 124 13
422 98 53
897 896 890
509 630 639
463 740 465
160 22 82
299 226 903
568 566 643
62 593 875
900 472 887
573 37 879
416 491 826
177 56 598
672 588 577
390 652 235
382 368 418
134 482 301
436 159 619
829 202 653
307 716 987
135 255 45
495 143 189
25 716 684
41 728 858
431 436 380
751 582 476
288 111 555
676 804 253
709 499 266
33 509 422
720 349 866
429 557 773
420 370 760
57 6 635
282 178 453
729 3 813
156 438 471
184 841 686
55 901 972
530 482 633
319 324 220
324 201 518
477 690 615
182 401 684
139 715 644
43 325 361
82 871 704
776 811 60
484 584 720
326 786 165
152 630 997
606 143 770
447 235 40
897 848 537
699 899 973
410 708 694
472 554 125
247 713 321
173 168 358
59 537 689
615 686 807
186 307 377
193 59 634
183 103 499
221 95 522
793 147 686
299 93 232
872 446 381
60 244 553
52 355 755
679 519 368
794 569 284
442 487 938
47 24 302
333 76 773
734 24 954
357 4 194
349 278 580
352 101 493
223 585 995
823 662 46
888 448 404
539 428 291
543 824 566
422 449 396
446 21 386
896 836 944
701 718 326
792 231 315
489 686 766
660 336 874
33 883 575
711 419 61
811 892 216
421 717 982
630 594 174
685 356 61
356 86 98
493 806 753
101 779 411
112 368 905
331 620 775
286 75 985
71 858 97
501 851 877
509 105 102
487 761 75
163 784 511
82 261 744
514 556 591
491 313 807
820 805 751
238 69 32
742 55 303
7 721 156
318 352 635
245 680 442
119 828 188
539 259 851
253 114 352
429 769 732
405 237 495
26 201 158
85 502 215
703 670 880
64 671 836
248 769 225
154 406 534
89 720 442
291 400 566
264 667 904
82 836 750
794 790 531
766 257 821
483 625 97
856 331 102
568 241 266
110 822 751
882 876 955
19 579 999
175 608 381
884 568 406
422 810 491
307 673 534
494 898 707
29 593 846
702 761 744
517 79 487
517 529 703
295 680 70
451 281 443
588 502 168
176 557 214
638 371 542
65 616 366
126 755 506
103 75 458
526 467 93
110 692 398
635 488 5
278 61 345
733 463 783
895 298 363
270 783 214
648 567 270
672 671 27
253 436 365
127 291 923
3 564 130
224 866 957
33 412 104
573 7 394
295 847 533
66 346 467
410 216 11
617 45 959
21 120 864
572 446 391
447 2 255
301 286 494
150 361 701
298 498 840
790 350 681
396 663 322
376 664 810
814 508 862
166 276 283
194 806 753
538 430 555
95 464 491
747 221 737
291 821 166
565 434 520
489 725 854
80 748 540
176 545 30
200 731 72
116 612 760
884 23 776
700 277 455
720 642 271
443 632 706
45 401 876
381 748 644
353 526 431
120 489 751
468 805 478
344 570 446
627 113 322
272 818 757
532 436 822
801 342 122
370 385 330
524 710 576
322 436 734
146 460 541
869 325 242
284 868 441
88 300 756
43 573 280
819 513 790
660 891 578
761 128 547
876 286 25
396 680 348
560 716 398
701 738 851
814 802 758
821 210 173
696 444 90
344 334 912
470 50 515
894 721 697
16 116 857
887 122 19
883 472 267
737 887 945
476 839 883
79 56 425
554 127 66
263 802 551
280 557 235
700 397 369
571 640 983
280 784 893
582 233 110
577 67 563
228 482 177
64 722 66
307 128 435
475 607 314
667 212 993
488 675 332
482 321 66
697 867 901
21 48 839
548 227 416
495 196 873
349 130 799
143 644 953
338 557 62
876 355 893
136 881 58
413 129 955
541 768 764
792 56 887
572 423 545
132 813 346
378 536 452
635 218 670
663 702 817
706 884 387
14 250 414
355 422 75
168 95 69
873 262 173
859 788 635
179 277 358
181 115 735
421 89 910
711 826 526
39 565 28
819 263 536
894 242 490
541 396 330
257 376 608
339 300 76
780 473 65
654 656 804
295 29 919
559 809 577
220 538 980
403 405 743
37 56 92
797 604 257
800 588 549
810 788 885
442 569 92
489 150 584
48 659 996
509 876 6
83 211 673
631 874 530
899 475 28
378 318 788
415 806 580
629 119 56
395 480 893
523 152 97
778 287 828
651 526 577
725 603 197
48 756 259
135 641 372
369 450 453
672 492 221
340 345 678
66 815 461
314 193 314
731 557 30
897 257 830
633 221 242
819 311 759
245 801 550
136 605 182
389 160 969
340 234 539
873 229 440
828 798 949
950 1803
711 303 884
943 559 186
77 71 702
605 564 301
672 37 706
521 577 301
514 492 910
839 113 255
356 534 884
808 389 546
816 475 482
222 753 140
19 829 216
91 843 373
169 215 893
858 124 872
602 445 146
912 508 75
520 206 678
154 194 593
676 601 582
339 152 511
216 703 932
898 670 367
457 545 735
433 481 629
897 2 212
690 659 173
842 889 680
660 799 817
807 659 637
257 749 290
138 25 432
498 318 293
457 334 782
667 625 958
691 636 918
162 116 600
626 225 152
169 446 501
107 433 879
35 748 745
800 437 504
535 751 442
373 211 47
247 487 154
763 603 838
566 292 147
287 859 312
391 577 458
39 490 467
730 403 614
275 923 997
144 124 866
448 37 820
742 344 903
268 36 740
161 173 738
119 531 542
37 309 688
600 29 746
218 612 741
114 647 311
396 697 271
492 26 571
759 219 129
85 203 419
448 489 594
414 278 542
756 172 556
395 123 67
76 185 369
437 730 952
240 184 77
899 945 209
181 567 362
916 146 415
837 676 435
451 501 525
685 104 158
382 857 189
409 783 155
215 731 15
156 29 472
473 451 379
537 111 435
36 68 672
666 207 697
535 552 173
583 651 802
30 458 241
858 680 944
740 600 274
625 8 529
332 99 844
950 899 747
278 692 989
692 387 210
623 518 174
210 820 586
12 193 205
182 711 474
501 344 792
844 402 505
495 29 251
80 899 172
886 395 92
313 852 869
169 729 701
67 331 832
521 853 290
751 894 708
784 358 807
68 734 91
637 300 480
677 196 637
684 205 60
463 750 719
192 43 447
45 644 209
818 297 724
207 878 767
519 288 276
831 188 133
356 247 299
98 518 662
915 261 55
110 829 884
723 283 743
339 593 428
747 290 363
153 602 778
780 429 153
560 476 771
578 268 701
304 363 280
801 38 205
548 322 307
858 405 698
498 464 621
743 471 967
755 761 17
225 658 197
269 451 368
62 712 359
198 856 41
918 446 929
412 256 644
458 601 741
749 358 812
473 181 89
348 825 861
560 42 575
506 390 646
818 168 20
406 473 144
279 924 183
826 465 236
395 197 329
307 797 827
127 749 187
948 49 423
426 104 919
115 81 174
159 405 587
546 295 559
145 928 121
226 557 56
328 520 998
865 905 140
363 372 141
712 634 258
727 296 38
250 870 527
328 423 977
892 714 443
482 746 882
591 75 323
252 63 129
522 231 849
502 347 680
405 2 514
174 91 607
583 796 553
325 457 479
14 352 536
867 611 733
736 398 238
457 434 542
36 879 454
524 528 513
484 935 866
519 250 883
565 791 684
416 802 54
677 296 108
335 106 775
514 753 222
790 341 973
752 259 674
117 357 309
296 68 920
859 351 50
505 612 860
511 66 615
152 694 162
282 412 952
939 521 841
901 27 895
44 886 949
427 177 422
139 604 811
472 930 764
625 495 234
518 164 296
354 232 326
200 603 251
748 828 493
10 37 530
651 849 880
312 662 763
590 423 65
260 336 383
687 508 360
190 624 584
145 682 848
313 466 835
731 212 266
611 171 993
819 292 299
42 685 427
392 707 826
641 895 385
804 417 669
655 662 439
762 61 411
782 866 80
278 796 648
146 533 542
635 315 47
849 179 381
590 167 105
421 6 574
694 908 608
367 487 331
643 208 975
946 749 815
282 457 485
529 643 743
792 487 339
458 127 851
483 947 983
750 818 898
904 348 281
816 904 19
703 558 938
166 885 450
946 931 735
722 781 611
643 655 290
683 545 958
176 564 65
47 43 53
795 27 382
390 181 425
886 240 5
640 586 946
223 888 806
328 390 985
807 120 566
528 881 749
707 657 125
908 645 97
718 140 513
297 229 931
843 264 40
472 503 915
932 700 806
380 514 875
332 430 356
806 752 770
104 681 323
528 742 160
479 561 227
354 651 235
334 653 980
182 760 384
481 858 392
30 723 695
572 880 20
365 411 645
46 919 511
399 67 348
738 461 60
162 768 654
924 229 921
373 199 512
823 411 560
773 213 274
624 840 677
313 32 118
384 403 118
341 92 853
243 128 340
841 889 921
820 936 149
693 870 565
543 416 14
283 195 280
625 844 745
277 367 647
216 472 612
8 336 706
360 510 532
211 691 374
289 220 999
157 687 182
432 770 566
200 21 311
286 921 523
170 349 306
429 853 650
283 922 501
579 45 197
534 482 496
471 525 158
682 155 148
224 860 750
426 428 448
289 679 44
853 761 748
507 448 350
69 937 298
567 493 172
924 144 241
259 471 548
175 543 653
607 285 86
810 934 372
25 680 495
379 167 565
186 521 538
472 432 66
830 907 360
101 746 995
502 752 458
518 848 326
590 56 539
942 823 579
217 705 244
343 107 873
716 889 73
351 517 235
14 70 643
300 38 882
832 260 315
751 653 50
726 371 144
476 184 740
227 238 496
13 405 661
622 854 256
911 717 742
491 929 796
490 816 636
289 904 500
468 693 555
298 694 936
733 820 6
871 442 917
928 106 807
559 397 889
432 477 456
190 400 308
681 894 258
178 910 709
437 432 720
804 843 629
396 685 810
21 486 331
208 646 307
322 477 417
810 265 628
577 862 27
405 343 763
401 626 305
254 794 875
327 12 614
838 526 104
298 70 869
432 289 856
486 490 571
240 213 7
151 284 358
331 60 777
621 625 841
70 95 621
649 480 824
218 276 425
594 176 48
356 376 640
750 127 617
648 500 619
545 248 640
535 280 52
396 833 772
104 64 905
569 613 871
145 77 530
353 251 866
192 215 375
548 691 486
634 176 415
109 313 36
591 368 507
693 905 308
946 600 468
794 718 431
941 583 449
554 664 195
315 610 907
515 555 135
742 319 949
209 811 336
572 744 508
621 501 117
920 717 131
719 550 841
499 565 945
73 682 705
533 316 413
129 756 651
448 106 747
493 121 845
205 539 935
914 403 460
631 206 748
783 846 918
903 250 798
10 469 513
776 204 718
323 89 612
863 652 681
211 469 581
390 168 106
189 730 264
908 203 586
282 889 131
842 304 211
112 814 628
866 397 474
719 104 74
106 469 384
258 54 777
725 301 191
817 632 463
386 366 730
390 66 818
638 883 971
102 494 408
400 267 560
924 827 380
305 397 747
280 99 733
334 412 139
67 575 278
780 432 825
150 929 601
49 935 166
271 788 850
298 223 881
389 139 466
498 415 183
780 69 445
64 277 736
291 89 877
246 623 389
301 91 413
513 912 367
690 158 265
391 537 305
395 793 307
170 343 971
332 247 557
747 883 74
751 722 460
483 505 860
48 18 12
200 358 799
555 617 686
541 933 527
184 855 285
674 902 670
899 924 50
642 190 355
155 429 89
74 161 534
948 774 470
367 106 530
835 786 849
920 863 74
161 731 132
82 304 79
49 767 494
287 764 742
419 261 47
386 70 767
270 497 134
52 443 843
36 813 777
391 578 982
737 812 738
856 144 422
365 924 696
24 134 480
116 712 727
118 894 690
600 858 511
123 578 990
132 282 975
465 340 432
619 544 361
4 396 536
18 191 78
337 414 152
695 284 959
931 480 333
595 84 634
635 320 874
22 724 612
485 597 631
189 72 873
887 612 46
655 839 586
479 128 211
591 162 316
388 401 827
663 186 56
836 390 340
331 309 438
610 941 407
941 900 473
358 833 587
406 844 493
760 787 566
663 657 934
359 200 100
605 346 803
8 91 582
120 939 613
164 557 403
168 688 637
399 2 289
665 572 96
543 490 417
381 726 893
678 271 413
118 770 112
391 137 658
325 653 737
916 340 852
671 214 175
718 699 747
4 162 915
796 154 410
323 236 780
246 77 659
403 760 148
726 101 53
50 130 350
322 112 33
299 511 687
930 834 644
895 556 735
519 142 935
840 321 467
97 72 234
321 367 46
927 453 879
644 33 707
389 387 797
119 501 580
590 838 716
50 668 615
83 328 693
418 772 688
91 301 71
778 368 926
691 445 76
147 317 720
877 640 828
464 614 418
382 241 948
619 927 584
729 241 899
29 401 467
44 197 318
576 608 154
350 40 795
463 567 566
364 738 295
10 607 293
24 550 410
287 378 733
608 284 853
712 915 166
208 927 869
567 551 449
359 600 529
876 208 697
933 770 323
450 67 681
870 783 168
428 708 316
99 822 430
159 749 951
761 691 737
483 301 967
898 163 799
594 435 419
733 753 964
38 246 533
930 503 379
72 181 763
158 472 397
615 317 202
839 709 766
267 24 983
833 881 389
779 461 828
2 39 757
292 443 500
809 850 232
195 938 382
475 711 845
492 340 681
786 321 692
324 854 64
405 186 488
869 475 338
417 117 359
338 291 969
933 196 713
122 339 440
920 75 880
461 8 160
538 347 380
314 742 346
600 850 194
417 660 569
438 825 30
234 264 295
116 382 358
448 280 194
78 876 927
852 658 924
839 63 641
655 323 971
161 307 939
427 619 297
505 39 652
281 128 571
454 708 77
804 221 384
729 940 625
744 746 413
523 643 321
383 277 624
118 596 201
224 941 736
324 607 253
282 562 445
192 573 488
61 75 16
355 6 281
57 666 257
674 916 839
141 872 922
447 455 800
916 61 164
871 218 233
243 604 251
617 139 468
377 890 302
667 845 489
373 167 921
829 797 417
369 436 890
409 834 588
442 550 512
731 205 999
694 625 1
24 270 90
71 170 93
659 782 183
635 842 677
252 519 878
145 493 35
46 620 950
188 491 730
730 445 19
137 401 898
55 891 765
332 737 878
33 401 880
768 622 313
645 75 272
470 369 579
367 234 670
699 571 848
153 377 806
57 140 650
470 371 402
232 370 295
669 905 506
27 134 51
149 941 925
730 56 77
238 59 45
537 166 520
425 394 130
838 825 755
546 135 224
463 344 78
125 879 204
204 221 899
354 508 492
756 589 10
303 753 940
47 79 946
671 316 193
39 170 933
791 922 533
147 310 199
832 226 582
695 940 453
508 108 3
292 120 461
706 855 133
636 276 276
421 132 200
64 434 847
307 235 434
251 679 862
480 161 462
31 604 181
518 308 377
555 845 746
534 88 513
689 640 77
738 298 717
446 503 270
177 124 839
638 92 912
277 168 268
786 196 879
70 703 543
2 398 520
634 624 223
752 26 224
216 129 190
276 635 128
357 693 296
388 656 355
790 186 88
501 887 923
335 109 160
173 637 479
520 809 20
920 765 703
836 469 427
668 135 440
67 200 413
923 564 512
243 234 857
434 640 823
723 356 229
583 398 266
253 399 605
634 558 409
664 103 659
819 133 15
497 297 327
893 831 450
343 796 57
231 318 329
733 680 991
905 443 43
492 903 537
13 157 315
408 48 830
54 24 205
529 139 462
754 648 38
434 195 513
904 550 94
289 160 808
437 606 129
466 593 674
147 445 810
701 538 450
819 677 679
333 888 19
580 338 505
82 921 844
268 518 24
170 316 175
907 401 147
413 851 368
682 265 64
197 768 789
353 21 75
432 690 833
897 26 181
929 405 239
508 296 833
215 41 614
597 807 427
577 127 27
206 473 127
515 186 761
662 379 593
211 93 16
677 504 780
946 262 942
474 397 6
329 949 102
528 400 988
907 396 198
327 502 778
931 218 832
695 490 672
944 303 370
146 319 398
199 707 545
248 532 272
239 713 662
342 226 243
555 99 539
586 429 483
504 324 86
119 59 150
702 598 939
599 738 529
579 564 928
647 305 930
862 48 626
527 784 958
208 541 166
948 107 894
856 397 943
394 2 457
150 695 418
118 12 766
786 602 746
147 725 915
395 464 775
513 350 177
478 494 182
286 786 386
834 845 123
414 320 422
361 41 460
579 396 336
685 242 470
402 853 405
592 448 731
344 429 484
729 629 362
662 234 580
301 215 373
477 602 30
429 757 47
819 107 765
397 497 46
384 745 584
883 517 956
54 133 650
838 555 914
54 616 708
580 503 273
878 76 852
939 517 188
451 741 998
97 631 896
899 837 178
283 389 915
754 779 731
493 447 50
335 465 915
316 337 299
48 246 611
348 677 749
483 506 508
87 797 379
842 912 358
774 741 740
890 339 273
906 257 741
136 101 21
376 55 569
361 338 660
90 145 689
445 883 110
691 310 890
43 54 902
814 757 914
306 909 791
258 163 571
694 780 793
778 262 799
279 223 245
767 400 886
850 928 153
910 83 465
109 216 190
166 812 417
148 614 802
934 417 801
701 297 652
515 163 724
788 851 366
82 691 583
823 919 32
840 358 131
199 224 681
219 681 877
218 125 627
457 654 516
722 653 784
419 891 165
353 198 808
750 480 531
745 517 418
812 709 214
806 645 354
54 409 650
513 174 683
552 37 814
779 345 878
522 329 822
346 696 546
886 912 543
678 919 204
345 804 114
145 670 529
358 375 758
293 836 612
566 122 258
786 491 496
525 939 89
18 492 39
376 628 570
370 584 96
61 172 521
439 482 855
110 722 337
542 153 624
32 83 805
200 183 80
76 418 761
540 602 142
546 747 906
932 797 724
352 780 142
816 44 500
97 836 336
397 569 858
847 915 152
318 107 273
350 153 804
65 228 547
337 712 800
134 374 375
693 252 61
444 19 512
524 909 276
151 430 670
580 392 698
7 455 159
46 946 868
414 927 398
479 483 406
163 204 525
882 742 313
904 264 618
233 178 469
667 130 380
137 101 664
154 445 744
684 845 921
470 339 520
645 361 428
769 297 394
558 518 14
217 554 275
91 123 70
328 105 249
266 55 280
299 246 332
869 811 42
174 879 378
439 803 529
665 548 629
838 693 904
316 433 257
557 76 528
606 132 140
634 545 792
826 445 159
130 127 447
919 559 998
921 470 526
174 942 823
863 596 897
381 846 437
614 164 510
74 353 9
530 107 867
85 276 124
561 171 470
234 667 173
442 455 751
188 810 785
835 724 232
451 398 342
40 649 878
504 473 672
708 910 718
217 604 340
502 379 409
129 553 942
761 857 900
718 235 938
740 357 170
292 18 933
265 466 697
482 575 817
649 893 830
833 680 306
268 622 875
407 784 373
294 714 795
723 513 1000
278 858 529
325 179 975
64 77 669
294 57 93
526 57 319
882 448 628
209 684 150
827 747 630
333 636 666
654 813 403
109 920 877
572 14 145
210 822 597
472 124 667
257 731 970
5 913 358
304 464 900
259 32 88
684 813 564
896 105 503
490 543 635
881 119 557
204 503 616
682 504 737
580 857 680
921 154 594
567 78 685
329 768 495
773 195 749
275 619 165
178 209 888
395 682 827
812 862 36
918 773 609
664 897 52
62 184 139
887 98 503
620 700 897
181 903 938
617 78 313
100 884 194
794 567 499
152 196 459
481 139 598
412 871 239
839 933 875
137 654 527
474 16 852
218 760 69
267 144 195
529 800 964
456 74 821
51 289 997
609 490 292
147 562 329
496 634 424
549 839 860
115 518 766
91 784 90
359 589 895
423 684 604
365 881 127
818 149 259
453 687 729
301 45 941
905 670 351
9 918 235
606 243 678
802 303 674
891 492 49
451 583 537
778 262 290
583 635 26
370 739 657
116 586 351
37 278 9
724 58 681
833 501 782
839 665 256
107 881 854
377 406 281
815 301 131
95 608 88
245 298 771
237 854 843
755 513 576
786 607 662
481 415 929
215 669 664
865 799 597
150 706 704
136 556 205
436 147 946
913 48 305
850 527 141
891 880 83
332 203 296
516 703 127
166 43 147
447 936 806
261 551 167
372 343 57
408 672 909
523 144 705
906 184 296
867 154 534
403 207 277
325 376 552
694 566 523
946 836 487
16 873 737
949 571 275
946 554 972
441 469 696
545 681 826
73 111 533
665 625 2
893 706 102
756 332 712
684 658 971
746 790 642
582 870 25
173 377 226
429 403 766
690 657 953
563 236 290
795 519 593
933 424 354
299 533 749
665 251 874
944 282 746
106 609 446
582 77 586
326 405 605
455 934 322
545 401 886
42 346 297
385 904 526
693 16 767
696 408 448
698 926 75
294 773 205
929 762 648
290 206 806
684 125 743
766 1 995
627 88 480
584 509 158
928 810 488
657 262 668
12 871 721
867 474 756
853 258 625
409 226 113
489 451 839
197 593 33
28 275 549
565 352 675
446 81 606
222 182 297
323 673 818
910 49 454
241 210 515
801 681 387
293 215 920
293 658 347
837 78 117
242 61 665
821 197 494
199 869 505
614 117 363
879 231 126
214 670 407
860 650 619
556 164 684
134 2 516
545 116 319
456 510 949
190 716 41
242 698 192
338 628 173
243 447 106
831 540 966
540 721 65
922 739 752
786 732 454
892 617 584
433 563 219
769 922 968
132 773 919
283 905 179
65 575 190
576 587 203
74 713 70
505 728 981
72 42 479
690 832 486
928 690 921
432 616 530
644 820 989
70 230 173
183 344 249
107 688 972
805 207 470
289 799 519
493 277 592
854 711 288
620 11 71
342 882 31
610 739 101
713 397 573
337 676 304
401 141 570
408 711 178
700 409 74
709 533 517
180 790 974
429 98 723
632 666 902
403 330 920
335 557 167
117 885 365
589 359 815
361 51 624
73 266 62
909 722 903
193 877 251
70 43 490
101 520 367
261 638 461
81 629 350
858 631 250
466 822 119
168 623 744
198 578 819
716 946 296
438 745 642
448 70 506
40 898 912
567 792 716
836 156 552
63 440 202
353 688 759
239 202 695
130 889 274
871 475 791
380 91 118
615 304 31
190 169 572
5 327 287
777 651 447
380 507 125
343 443 689
16 845 820
794 899 787
875 316 189
679 621 820
546 778 720
290 307 534
934 128 929
530 170 720
495 105 730
696 833 494
209 380 82
92 382 954
249 754 437
413 16 269
255 670 670
420 510 201
58 874 641
491 667 166
723 213 813
273 599 990
855 42 298
219 601 190
519 391 369
403 437 452
12 456 320
63 630 707
659 582 571
753 453 927
503 758 621
524 561 136
570 612 776
824 709 526
78 26 476
254 767 11
493 809 249
72 261 215
737 537 907
766 905 343
135 417 61
178 700 390
41 140 256
40 546 462
57 902 626
237 853 155
474 337 280
785 522 803
923 942 263
607 484 851
804 273 54
948 469 964
13 124 357
640 335 445
793 359 383
19 446 185
541 199 715
881 230 213
333 180 906
813 247 539
778 378 191
832 590 462
950 792 8
776 561 999
533 755 328
348 265 164
894 339 549
518 55 333
861 553 277
886 53 331
174 117 826
639 22 463
911 375 486
317 237 573
878 885 889
525 726 252
927 811 712
735 400 309
762 745 870
370 37 471
139 116 8
856 595 266
383 199 482
572 864 626
252 270 482
847 689 909
708 354 918
162 385 392
138 366 803
307 943 206
696 380 787
65 211 104
374 890 473
40 213 969
164 583 402
114 377 771
809 709 343
570 366 537
870 558 390
654 761 790
592 38 254
412 869 562
827 378 557
264 338 823
426 587 22
63 16 805
404 450 957
396 467 456
770 218 771
48 648 451
35 309 692
207 773 172
824 382 442
5 166 212
453 451 16
420 475 89
538 874 499
614 488 982
572 26 459
438 286 969
538 794 787
362 226 726
469 581 654
410 17 646
394 333 306
534 239 255
697 716 117
188 181 887
242 729 641
106 439 510
429 920 458
560 120 151
239 822 937
533 6 412
516 596 812
525 161 151
560 346 429
537 787 716
438 490 929
654 688 238
855 799 693
806 305 479
949 42 748
129 714 631
813 491 957
736 935 427
176 494 62
732 786 611
38 875 325
137 701 545
213 330 982
774 769 434
919 374 946
121 607 31
825 835 4
45 944 733
489 787 528
243 247 338
602 474 589
784 12 727
210 537 212
508 242 308
908 848 622
624 78 393
735 134 984
850 647 153
608 340 611
2 544 619
782 398 18
707 451 577
607 389 122
624 725 461
765 486 862
171 901 448
731 389 960
819 328 271
302 499 558
671 39 818
570 939 1000
539 447 585
628 5 130
614 689 685
523 945 490
387 26 369
384 746 1000
731 573 790
134 50 407
299 737 35
120 832 629
277 461 1
697 197 499
884 70 965
374 812 94
559 471 934
17 397 168
676 416 228
135 340 651
622 546 977
750 119 252
820 403 467
364 268 541
484 492 407
288 77 993
85 528 727
795 782 78
3 694 691
214 399 45
528 257 687
467 278 467
254 187 686
153 811 560
258 37 181
122 297 715
501 629 983
782 33 479
258 436 201
341 833 834
551 707 680
335 238 290
927 236 455
897 61 504
220 790 477
330 555 512
598 469 685
31 595 796
480 380 998
170 777 155
264 687 16
136 449 451
542 177 407
294 703 507
491 258 904
11 547 78
602 179 603
509 334 605
528 321 219
473 192 696
710 584 295
651 91 243
940 585 573
32 415 161
108 172 448
158 920 402
469 856 951
588 812 727
439 789 938
374 462 893
370 425 387
79 476 98
268 555 536
680 740 470
181 941 454
542 122 512
575 616 162
432 839 29
77 94 498
517 295 298
559 582 689
730 558 936
667 401 681
218 325 910
406 109 823
819 17 94
869 621 273
843 345 123
207 541 92
749 839 578
848 145 486
482 945 305
645 854 843
824 932 929
52 383 249
212 670 858
461 409 620
267 743 746
414 547 309
422 89 158
76 302 766
29 865 688
146 388 90
120 100 637
643 361 808
305 543 679
906 466 401
725 51 243
329 814 19
121 298 237
776 194 372
804 522 974
31 347 167
287 390 436
178 102 711
247 705 296
23 717 809
607 293 321
801 557 281
177 341 267
465 273 450
653 529 174
448 703 103
427 735 595
891 810 593
518 576 769
284 298 472
735 842 604
33 603 374
218 618 72
695 870 942
724 562 156
147 411 983
128 463 515
864 48 157
501 881 736
641 586 44
344 32 191
835 935 34
5 554 560
516 410 533
527 833 163
518 873 834
321 557 418
840 801 184
204 528 668
584 351 850
184 385 889
796 868 435
255 159 270
434 704 230
629 615 338
222 802 413
886 111 46
151 44 577
696 213 219
540 454 692
801 825 641
852 177 449
512 283 470
402 321 360
648 33 226
694 148 470
375 429 449
535 359 266
331 390 932
332 931 847
893 845 904
160 59 503
153 176 57
132 445 18
712 568 847
181 944 690
940 361 355
459 893 550
595 882 60
519 700 998
53 586 942
837 523 994
110 251 927
862 115 164
467 240 193
584 38 624
178 242 734
582 510 934
723 808 834
283 785 822
369 411 546
147 286 71
522 427 108
512 360 426
854 563 426
641 208 698
487 811 852
299 346 858
274 887 750
851 178 806
572 128 12
223 567 941
851 298 155
854 786 991
593 773 678
590 741 230
665 488 964
138 48 761
571 131 550
456 118 622
507 944 303
350 727 172
758 119 405
715 706 347
495 16 640
129 550 245
43 562 891
935 192 583
397 338 108
470 712 868
924 124 539
242 268 90
735 923 696
556 617 760
664 333 392
885 636 26
520 538 309
726 19 985
655 450 149
632 717 651
619 295 364
120 273 853
352 257 641
130 717 638
189 464 141
681 825 6
176 354 169
779 361 872
812 52 515
778 128 886
490 760 819
841 208 507
231 628 467
812 934 586
620 321 575
584 86 483
139 695 240
64 157 983
930 533 779
917 724 255
634 34 999
662 353 888
815 856 185
500 781 315
758 802 236
253 759 295
883 64 967
129 850 132
592 230 849
393 376 691
82 249 342
929 626 667
198 895 597
176 755 733
805 587 597
590 149 507
221 947 327
909 315 737
831 570 592
226 897 186
649 61 373
666 567 830
407 110 505
903 766 295
650 130 431
434 477 251
463 855 566
907 89 65
383 684 585
237 101 785
292 422 341
455 835 951
766 416 627
607 773 863
34 102 208
654 122 355
99 887 122
186 38 658
711 838 570
608 97 141
188 101 763
87 412 465
320 54 837
158 271 339
37 304 187
84 475 356
129 206 575
314 236 397
719 107 440
879 163 183
859 842 757
598 668 72
328 865 781
814 488 435
468 472 965
594 371 644
819 803 222
228 623 773
80 738 760
855 171 227
595 599 780
565 359 798
535 835 754
715 529 611
171 674 387
361 797 218
97 656 146
842 151 8
702 113 15
490 738 416
159 397 880
423 465 821
338 684 626
490 932 589
618 712 581
642 750 104
928 171 499
280 52 360
663 684 124
719 230 72
682 650 802
239 800 788
61 88 835
55 183 72
902 1978
176 552 765
295 753 313
331 83 894
166 329 430
235 143 179
88 826 283
77 895 184
194 494 170
682 874 87
42 141 363
586 419 729
256 316 929
773 391 518
471 454 714
481 269 978
123 643 122
385 499 618
355 250 144
643 509 116
586 890 668
422 806 862
356 402 527
867 470 763
263 248 102
67 541 956
367 15 599
243 793 692
730 502 642
417 132 220
840 521 17
663 762 24
893 524 570
676 78 996
728 540 188
605 188 35
79 109 719
815 605 744
16 18 772
374 457 912
110 491 212
535 630 593
519 697 349
45 868 950
277 527 4
875 340 695
531 716 162
121 297 841
547 571 225
442 474 506
166 521 482
788 384 196
767 538 500
836 92 586
109 344 775
874 431 266
158 381 139
800 763 782
736 384 916
678 421 835
72 409 700
176 587 486
769 683 699
390 769 216
518 730 63
746 133 266
204 541 806
29 526 171
794 106 402
139 117 7
682 437 213
289 522 105
561 817 488
293 641 606
150 874 879
459 639 169
818 12 608
476 753 212
414 461 833
457 355 441
137 211 461
97 809 840
346 128 306
237 816 143
152 321 53
578 58 706
45 492 223
183 476 204
146 497 65
424 339 420
722 274 480
566 165 940
507 33 420
568 213 249
220 688 459
686 454 317
350 719 829
369 22 595
96 317 98
568 89 675
823 119 266
369 656 803
536 645 700
757 222 908
713 725 767
7 832 359
258 392 921
795 53 357
797 697 298
731 116 17
55 730 882
620 894 282
736 749 68
602 119 434
483 592 494
875 271 93
257 696 45
